ZCTA5,STATE,PLACE,CLASSFP,GEOID,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,PLPOP,PLHU,PLAREA,PLAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,PLPOPPCT,PLHUPCT,PLAREAPCT,PLAREALANDPCT
33859,12,78275,C1,1278275,0,1,1298534,1280689,10582,5356,130652681,117346353,33874,17037,103407790,81058007,0,0.02,0.99,1.09,0,0.01,1.26,1.58
33860,12,08125,U1,1208125,686,279,5572443,5460932,22886,8827,364229976,302549042,686,279,5572443,5460932,3,3.16,1.53,1.8,100,100,100,100
33860,12,08450,U1,1208450,3,1,6217861,5193570,22886,8827,364229976,302549042,3,1,6217861,5193570,0.01,0.01,1.71,1.72,100,100,100,100
33860,12,25025,U1,1225025,8758,3464,13576418,12600211,22886,8827,364229976,302549042,8758,3464,13579641,12603434,38.27,39.24,3.73,4.16,100,100,99.98,99.97
33860,12,47200,C1,1247200,3816,1913,14504473,13081629,22886,8827,364229976,302549042,3817,1914,15001757,13522601,16.67,21.67,3.98,4.32,99.97,99.95,96.69,96.74
33860,12,77862,U1,1277862,5187,1574,7081293,7052501,22886,8827,364229976,302549042,6732,2300,8248150,8182200,22.66,17.83,1.94,2.33,77.05,68.43,85.85,86.19
33865,12,40525,U1,1240525,132,64,61548823,61548823,786,337,448864211,448466324,132,64,61548823,61548823,16.79,18.99,13.71,13.72,100,100,100,100
33865,12,51505,U1,1251505,202,67,56991269,56991269,786,337,448864211,448466324,314,111,69200350,69200350,25.7,19.88,12.7,12.71,64.33,60.36,82.36,82.36
33868,12,02550,C1,1202550,20,9,7095945,6120528,11720,4307,443035948,431401128,13507,5670,52832616,34929253,0.17,0.21,1.6,1.42,0.15,0.16,13.43,17.52
33868,12,38250,C1,1238250,1,1,4667915,4664371,11720,4307,443035948,431401128,97422,48218,192405697,169052086,0.01,0.02,1.05,1.08,0,0,2.43,2.76
33868,12,57950,C1,1257950,1537,651,4408516,3741385,11720,4307,443035948,431401128,1562,661,5071996,4401198,13.11,15.11,1,0.87,98.4,98.49,86.92,85.01
33870,12,64875,C1,1264875,9872,5246,29198247,14632877,20601,11499,161611577,143380694,10491,5623,41548735,25843261,47.92,45.62,18.07,10.21,94.1,93.3,70.27,56.62
33872,12,64875,C1,1264875,355,226,46157,46157,14158,8530,50925705,50217247,10491,5623,41548735,25843261,2.51,2.65,0.09,0.09,3.38,4.02,0.11,0.18
33873,12,40100,U1,1240100,545,222,36974715,36951476,14742,5288,309019546,308982996,657,272,77298556,77275317,3.7,4.2,11.97,11.96,82.95,81.62,47.83,47.82
33873,12,51505,U1,1251505,112,44,12209081,12209081,14742,5288,309019546,308982996,314,111,69200350,69200350,0.76,0.83,3.95,3.95,35.67,39.64,17.64,17.64
33873,12,75375,C1,1275375,5001,1752,8613342,8613342,14742,5288,309019546,308982996,5001,1752,8613342,8613342,33.92,33.13,2.79,2.79,100,100,100,100
33873,12,79250,C1,1279250,0,0,135,135,14742,5288,309019546,308982996,1827,587,4528114,4528114,0,0,0,0,0,0,0,0
33875,12,64875,C1,1264875,264,151,12288275,11148171,11108,5739,204209540,194401238,10491,5623,41548735,25843261,2.38,2.63,6.02,5.73,2.52,2.69,29.58,43.14
33876,12,64875,C1,1264875,0,0,16056,16056,4968,2936,110490533,88650261,10491,5623,41548735,25843261,0,0,0.01,0.02,0,0,0.04,0.06
33877,12,18550,C1,1218550,0,0,2507506,693311,276,145,8037781,5932090,3717,1724,29643463,26128371,0,0,31.2,11.69,0,0,8.46,2.65
33877,12,38950,C1,1238950,2,1,351257,351257,276,145,8037781,5932090,14225,6900,51688138,48414248,0.72,0.69,4.37,5.92,0.01,0.01,0.68,0.73
33877,12,75475,U1,1275475,271,140,3052814,2951672,276,145,8037781,5932090,767,398,4103580,3873720,98.19,96.55,37.98,49.76,35.33,35.18,74.39,76.2
33880,12,02550,C1,1202550,0,0,1158817,1135624,37798,15618,143021900,110404773,13507,5670,52832616,34929253,0,0,0.81,1.03,0,0,2.19,3.25
33880,12,03675,C1,1203675,39,15,16904839,15835117,37798,15618,143021900,110404773,17298,7130,135416621,118803131,0.1,0.1,11.82,14.34,0.23,0.21,12.48,13.33
33880,12,16050,U1,1216050,854,376,680622,596560,37798,15618,143021900,110404773,8917,4222,10906462,9595389,2.26,2.41,0.48,0.54,9.58,8.91,6.24,6.22
33880,12,18875,C1,1218875,393,132,4592456,1708782,37798,15618,143021900,110404773,2255,908,9355813,4906905,1.04,0.85,3.21,1.55,17.43,14.54,49.09,34.82
33880,12,34000,U1,1234000,531,252,1031682,1027724,37798,15618,143021900,110404773,6403,2833,5160760,4940391,1.4,1.61,0.72,0.93,8.29,8.9,19.99,20.8
33880,12,35300,U1,1235300,5573,2127,12223796,11850147,37798,15618,143021900,110404773,5573,2127,12223796,11850147,14.74,13.62,8.55,10.73,100,100,100,100
33880,12,74775,U1,1274775,5091,1481,5874104,5828762,37798,15618,143021900,110404773,5091,1481,5874104,5828762,13.47,9.48,4.11,5.28,100,100,100,100
33880,12,78275,C1,1278275,10699,5242,25165319,19184238,37798,15618,143021900,110404773,33874,17037,103407790,81058007,28.31,33.56,17.6,17.38,31.58,30.77,24.34,23.67
33881,12,02550,C1,1202550,2,1,212135,212135,29345,15130,74245735,56599839,13507,5670,52832616,34929253,0.01,0.01,0.29,0.37,0.01,0.02,0.4,0.61
33881,12,34000,U1,1234000,5823,2553,4117145,3900734,29345,15130,74245735,56599839,6403,2833,5160760,4940391,19.84,16.87,5.55,6.89,90.94,90.12,79.78,78.96
33881,12,37525,C1,1237525,7,5,2591830,244522,29345,15130,74245735,56599839,5015,2169,34128053,24032342,0.02,0.03,3.49,0.43,0.14,0.23,7.59,1.02
33881,12,37975,C1,1237975,61,27,237771,237771,29345,15130,74245735,56599839,1231,582,10677318,8131329,0.21,0.18,0.32,0.42,4.96,4.64,2.23,2.92
33881,12,78275,C1,1278275,16625,8833,49510320,35747687,29345,15130,74245735,56599839,33874,17037,103407790,81058007,56.65,58.38,66.68,63.16,49.08,51.85,47.88,44.1
33884,12,16050,U1,1216050,8063,3846,10225840,8998829,28763,14095,66417557,51900000,8917,4222,10906462,9595389,28.03,27.29,15.4,17.34,90.42,91.09,93.76,93.78
33884,12,18550,C1,1218550,29,16,305155,295310,28763,14095,66417557,51900000,3717,1724,29643463,26128371,0.1,0.11,0.46,0.57,0.78,0.93,1.03,1.13
33884,12,38950,C1,1238950,0,0,897,897,28763,14095,66417557,51900000,14225,6900,51688138,48414248,0,0,0,0,0,0,0,0
33884,12,78275,C1,1278275,6530,2954,23696157,21246115,28763,14095,66417557,51900000,33874,17037,103407790,81058007,22.7,20.96,35.68,40.94,19.28,17.34,22.92,26.21
33890,12,25550,U1,1225550,463,297,19964841,19964841,5060,1985,625534648,625470140,463,297,19964841,19964841,9.15,14.96,3.19,3.19,100,100,100,100
33890,12,40100,U1,1240100,105,47,35177439,35177439,5060,1985,625534648,625470140,657,272,77298556,77275317,2.08,2.37,5.62,5.62,15.98,17.28,45.51,45.52
33890,12,79250,C1,1279250,1827,587,4527979,4527979,5060,1985,625534648,625470140,1827,587,4528114,4528114,36.11,29.57,0.72,0.72,100,100,100,100
33896,12,24581,U2,1224581,2531,1566,6927732,6154490,6633,4815,30595595,29207964,26116,26531,129798690,120081236,38.16,32.52,22.64,21.07,9.69,5.9,5.34,5.13
33896,12,41400,U1,1241400,2288,1706,6495053,6257743,6633,4815,30595595,29207964,2680,2019,9810103,9012279,34.49,35.43,21.23,21.42,85.37,84.5,66.21,69.44
33897,12,24581,U2,1224581,4357,3706,7343372,7303910,14117,11399,93282360,91509627,26116,26531,129798690,120081236,30.86,32.51,7.87,7.98,16.68,13.97,5.66,6.08
33898,12,18550,C1,1218550,14,8,6978913,6978913,15355,9181,836862482,789434435,3717,1724,29643463,26128371,0.09,0.09,0.83,0.88,0.38,0.46,23.54,26.71
33898,12,30325,C1,1230325,230,159,2981629,1237924,15355,9181,836862482,789434435,230,159,2981629,1237924,1.5,1.73,0.36,0.16,100,100,100,100
33898,12,38950,C1,1238950,701,317,8840777,8428086,15355,9181,836862482,789434435,14225,6900,51688138,48414248,4.57,3.45,1.06,1.07,4.93,4.59,17.1,17.41
33901,12,24125,C1,1224125,18794,10670,22965691,16119456,19500,11020,24057494,16603870,62298,35138,126849766,103489348,96.38,96.82,95.46,97.08,30.17,30.37,18.1,15.58
33903,12,10275,C1,1210275,0,0,1951979,1943063,20776,14659,39500181,32509045,154305,78948,312407070,273690626,0,0,4.94,5.98,0,0,0.62,0.71
33903,12,24125,C1,1224125,1,1,3528519,62792,20776,14659,39500181,32509045,62298,35138,126849766,103489348,0,0.01,8.93,0.19,0,0,2.78,0.06
33903,12,40985,U1,1240985,4197,2284,7387494,5514563,20776,14659,39500181,32509045,4204,2287,7739353,5716992,20.2,15.58,18.7,16.96,99.83,99.87,95.45,96.46
33903,12,49350,U1,1249350,15432,11752,24451082,22817988,20776,14659,39500181,32509045,39407,27108,137833734,128146082,74.28,80.17,61.9,70.19,39.16,43.35,17.74,17.81
33903,12,54357,U1,1254357,1146,622,2181107,2170639,20776,14659,39500181,32509045,1146,622,2181107,2170639,5.52,4.24,5.52,6.68,100,100,100,100
33904,12,10275,C1,1210275,30613,19192,29971665,25168492,30613,19192,43356296,25192117,154305,78948,312407070,273690626,100,100,69.13,99.91,19.84,24.31,9.59,9.2
33905,12,09350,U1,1209350,3948,1666,46902412,46254682,31203,14386,117209221,108833120,4036,1705,47849972,47199206,12.65,11.58,40.02,42.5,97.82,97.71,98.02,98
33905,12,24125,C1,1224125,7570,2944,22259756,20635243,31203,14386,117209221,108833120,62298,35138,126849766,103489348,24.26,20.46,18.99,18.96,12.15,8.38,17.55,19.94
33905,12,24175,U1,1224175,5487,2588,6585468,5370385,31203,14386,117209221,108833120,5487,2588,6585468,5370385,17.58,17.99,5.62,4.93,100,100,100,100
33905,12,39925,U1,1239925,1017,408,2583115,2579406,31203,14386,117209221,108833120,86784,38995,243617365,239738793,3.26,2.84,2.2,2.37,1.17,1.05,1.06,1.08
33905,12,51400,U1,1251400,1442,656,6710688,6529051,31203,14386,117209221,108833120,1952,879,11428015,10914776,4.62,4.56,5.73,6,73.87,74.63,58.72,59.82
33905,12,71800,U1,1271800,4470,1700,3232230,2852611,31203,14386,117209221,108833120,4470,1700,3232230,2852611,14.33,11.82,2.76,2.62,100,100,100,100
33907,12,24125,C1,1224125,4548,2415,2696832,2629778,22138,13113,19269064,18222123,62298,35138,126849766,103489348,20.54,18.42,14,14.43,7.3,6.87,2.13,2.54
33907,12,53775,U1,1253775,514,314,696701,696701,22138,13113,19269064,18222123,514,314,696701,696701,2.32,2.39,3.62,3.82,100,100,100,100
33907,12,57025,U1,1257025,3428,1349,1145263,1134418,22138,13113,19269064,18222123,3428,1349,1145263,1134418,15.48,10.29,5.94,6.23,100,100,100,100
33907,12,74512,U1,1274512,10478,7235,8557133,8139788,22138,13113,19269064,18222123,11569,7922,12579261,12042132,47.33,55.17,44.41,44.67,90.57,91.33,68.03,67.59
33908,12,24150,C1,1224150,0,0,316349,115794,38251,29577,116015302,83658818,6277,9420,16024076,7185826,0,0,0.27,0.14,0,0,1.97,1.61
33908,12,28937,U1,1228937,1975,632,1934954,1575949,38251,29577,116015302,83658818,1975,632,1934954,1575949,5.16,2.14,1.67,1.88,100,100,100,100
33908,12,34012,U1,1234012,15369,13224,26493329,17085077,38251,29577,116015302,83658818,15369,13224,26493329,17085077,40.18,44.71,22.84,20.42,100,100,100,100
33908,12,59250,U1,1259250,1750,1436,11578449,6200335,38251,29577,116015302,83658818,1750,1436,11578449,6200335,4.58,4.86,9.98,7.41,100,100,100,100
33908,12,63425,U1,1263425,137,242,305296,283681,38251,29577,116015302,83658818,16824,7177,12934870,12217097,0.36,0.82,0.26,0.34,0.81,3.37,2.36,2.32
33909,12,10275,C1,1210275,22659,10479,47008729,44432817,23119,10662,49133558,46519708,154305,78948,312407070,273690626,98.01,98.28,95.68,95.51,14.68,13.27,15.05,16.23
33909,12,49350,U1,1249350,39,14,187990,185603,23119,10662,49133558,46519708,39407,27108,137833734,128146082,0.17,0.13,0.38,0.4,0.1,0.05,0.14,0.14
33912,12,24125,C1,1224125,560,475,4466969,4235126,15392,10109,57472403,55143201,62298,35138,126849766,103489348,3.64,4.7,7.77,7.68,0.9,1.35,3.52,4.09
33912,12,63425,U1,1263425,0,0,33071,33071,15392,10109,57472403,55143201,16824,7177,12934870,12217097,0,0,0.06,0.06,0,0,0.26,0.27
33912,12,74512,U1,1274512,1091,687,3846018,3752304,15392,10109,57472403,55143201,11569,7922,12579261,12042132,7.09,6.8,6.69,6.8,9.43,8.67,30.57,31.16
33913,12,21150,U1,1221150,0,0,473175,473175,17103,9733,279912094,266273382,22612,18479,53396141,51862014,0,0,0.17,0.18,0,0,0.89,0.91
33913,12,24125,C1,1224125,4026,3556,19863049,19711907,17103,9733,279912094,266273382,62298,35138,126849766,103489348,23.54,36.54,7.1,7.4,6.46,10.12,15.66,19.05
33913,12,25655,U1,1225655,8401,4108,15897575,14627366,17103,9733,279912094,266273382,8401,4108,15897575,14627366,49.12,42.21,5.68,5.49,100,100,100,100
33913,12,39925,U1,1239925,1576,659,4515399,4225876,17103,9733,279912094,266273382,86784,38995,243617365,239738793,9.21,6.77,1.61,1.59,1.82,1.69,1.85,1.76
33914,12,10275,C1,1210275,35848,19008,67409978,56417505,35848,19008,91042026,57545184,154305,78948,312407070,273690626,100,100,74.04,98.04,23.23,24.08,21.58,20.61
33916,12,24125,C1,1224125,20134,10575,30346965,26522922,20134,10575,30356711,26532668,62298,35138,126849766,103489348,100,100,99.97,99.96,32.32,30.1,23.92,25.63
33917,12,24125,C1,1224125,10,10,4849962,6004,28666,17576,156435145,143189941,62298,35138,126849766,103489348,0.03,0.06,3.1,0,0.02,0.03,3.82,0.01
33917,12,49350,U1,1249350,23936,15342,113194662,105142491,28666,17576,156435145,143189941,39407,27108,137833734,128146082,83.5,87.29,72.36,73.43,60.74,56.6,82.12,82.05
33917,12,69275,U1,1269275,4384,1962,7076146,7046300,28666,17576,156435145,143189941,4384,1962,7076146,7046300,15.29,11.16,4.52,4.92,100,100,100,100
33919,12,16062,U1,1216062,11846,9019,10438115,10002215,27837,18725,30239201,23326476,11846,9019,10438115,10002215,42.55,48.17,34.52,42.88,100,100,100,100
33919,12,24125,C1,1224125,2149,1142,1611611,1575317,27837,18725,30239201,23326476,62298,35138,126849766,103489348,7.72,6.1,5.33,6.75,3.45,3.25,1.27,1.52
33919,12,42090,U1,1242090,7406,4717,10539389,6127066,27837,18725,30239201,23326476,7406,4717,10539389,6127066,26.6,25.19,34.85,26.27,100,100,100,100
33919,12,77137,U1,1277137,4655,2670,4194618,4004548,27837,18725,30239201,23326476,4655,2670,4194618,4004548,16.72,14.26,13.87,17.17,100,100,100,100
33920,12,01125,U1,1201125,2596,1257,48083213,45275621,4947,2383,163919335,159435749,2596,1257,48083213,45275621,52.48,52.75,29.33,28.4,100,100,100,100
33920,12,11597,U1,1211597,218,106,324297,324297,4947,2383,163919335,159435749,218,106,324297,324297,4.41,4.45,0.2,0.2,100,100,100,100
33920,12,39925,U1,1239925,663,282,6225302,6221518,4947,2383,163919335,159435749,86784,38995,243617365,239738793,13.4,11.83,3.8,3.9,0.76,0.72,2.56,2.6
33920,12,51400,U1,1251400,510,223,4717327,4385725,4947,2383,163919335,159435749,1952,879,11428015,10914776,10.31,9.36,2.88,2.75,26.13,25.37,41.28,40.18
33922,12,07375,U1,1207375,1780,1385,24038303,22736894,4055,2823,107810281,42034368,1780,1385,24038303,22736894,43.9,49.06,22.3,54.09,100,100,100,100
33922,12,56850,U1,1256850,1854,1137,11405868,11290694,4055,2823,107810281,42034368,1854,1137,11405868,11290694,45.72,40.28,10.58,26.86,100,100,100,100
33922,12,56875,U1,1256875,407,294,2393939,2326366,4055,2823,107810281,42034368,407,294,2393939,2326366,10.04,10.41,2.22,5.53,100,100,100,100
33922,12,62675,U1,1262675,10,3,156994,156994,4055,2823,107810281,42034368,3784,3262,39852450,37910642,0.25,0.11,0.15,0.37,0.26,0.09,0.39,0.41
33924,12,10425,U1,1210425,583,1446,4251887,3083377,761,1854,92631018,18624473,583,1446,27031228,3083377,76.61,77.99,4.59,16.56,100,100,15.73,100
33924,12,63700,C1,1263700,0,4,1787,1787,761,1854,92631018,18624473,6469,7821,86123740,41773741,0,0.22,0,0.01,0,0.05,0,0
33928,12,07525,C1,1207525,0,0,1021599,825532,20830,15675,199756407,186909700,43914,31716,120098684,99970185,0,0,0.51,0.44,0,0,0.85,0.83
33928,12,21150,U1,1221150,16886,13456,38447045,37003642,20830,15675,199756407,186909700,22612,18479,53396141,51862014,81.07,85.84,19.25,19.8,74.68,72.82,72,71.35
33931,12,07525,C1,1207525,42,255,12749299,4365555,10005,14187,55785798,28259445,43914,31716,120098684,99970185,0.42,1.8,22.85,15.45,0.1,0.8,10.62,4.37
33931,12,24150,C1,1224150,6277,9420,15707727,7070032,10005,14187,55785798,28259445,6277,9420,16024076,7185826,62.74,66.4,28.16,25.02,100,100,98.03,98.39
33935,12,23730,U2,1223730,1694,877,54012299,52173596,20383,8050,887943926,882836847,1694,877,54012299,52173596,8.31,10.89,6.08,5.91,100,100,100,100
33935,12,37225,C1,1237225,4640,1981,40406619,40165040,20383,8050,887943926,882836847,4640,1981,40406619,40165040,22.76,24.61,4.55,4.55,100,100,100,100
33935,12,58420,U1,1258420,3530,1376,21159215,21156257,20383,8050,887943926,882836847,3530,1376,21159215,21156257,17.32,17.09,2.38,2.4,100,100,100,100
33936,12,39925,U1,1239925,18923,10461,29634018,29028011,18994,10489,51780137,51174130,86784,38995,243617365,239738793,99.63,99.73,57.23,56.72,21.8,26.83,12.16,12.11
33946,12,61937,U1,1261937,513,487,2530609,2015240,2125,2737,39879207,23613134,8759,6581,29876339,27565027,24.14,17.79,6.35,8.53,5.86,7.4,8.47,7.31
33947,12,61937,U1,1261937,6765,4609,24676737,23013212,8180,5576,39842249,37507601,8759,6581,29876339,27565027,82.7,82.66,61.94,61.36,77.23,70.03,82.6,83.49
33948,12,58350,U1,1258350,15945,8880,32683905,29847648,15958,8887,37357885,33585146,54392,29408,83681214,73628742,99.92,99.92,87.49,88.87,29.31,30.2,39.06,40.54
33950,12,11650,U1,1211650,2325,1730,3356234,2665417,20699,14664,78759295,58075439,2325,1730,3356234,2665417,11.23,11.8,4.26,4.59,100,100,100,100
33950,12,12950,U1,1212950,215,117,793350,759968,20699,14664,78759295,58075439,2990,1880,14813869,13475594,1.04,0.8,1.01,1.31,7.19,6.22,5.36,5.64
33950,12,59200,C1,1259200,14660,10475,51379728,36020286,20699,14664,78759295,58075439,16641,11580,54375988,38867705,70.82,71.43,65.24,62.02,88.1,90.46,94.49,92.67
33950,12,66875,U1,1266875,742,442,4284672,3979090,20699,14664,78759295,58075439,742,442,4284672,3979090,3.58,3.01,5.44,6.85,100,100,100,100
33952,12,11625,U1,1211625,456,313,409149,351483,28382,16056,34941607,28556491,3714,2736,12959061,5968289,1.61,1.95,1.17,1.23,12.28,11.44,3.16,5.89
33952,12,58350,U1,1258350,27926,15743,34532458,28205008,28382,16056,34941607,28556491,54392,29408,83681214,73628742,98.39,98.05,98.83,98.77,51.34,53.53,41.27,38.31
33953,12,58350,U1,1258350,0,0,658220,634589,5522,3753,51321843,41917341,54392,29408,83681214,73628742,0,0,1.28,1.51,0,0,0.79,0.86
33954,12,58350,U1,1258350,7015,3153,9262416,8702312,9290,4293,23183224,22077335,54392,29408,83681214,73628742,75.51,73.45,39.95,39.42,12.9,10.72,11.07,11.82
33955,12,09612,U1,1209612,1793,1961,3084030,2763519,10060,6289,145153051,139949558,1793,1961,3519917,2764346,17.82,31.18,2.12,1.97,100,100,87.62,99.97
33955,12,10275,C1,1210275,34,103,1105595,1095537,10060,6289,145153051,139949558,154305,78948,312407070,273690626,0.34,1.64,0.76,0.78,0.02,0.13,0.35,0.4
33955,12,59200,C1,1259200,1981,1105,2989779,2847419,10060,6289,145153051,139949558,16641,11580,54375988,38867705,19.69,17.57,2.06,2.03,11.9,9.54,5.5,7.33
33956,12,62675,U1,1262675,3774,3259,39695456,37753648,3776,3260,129284259,42313445,3784,3262,39852450,37910642,99.95,99.97,30.7,89.22,99.74,99.91,99.61,99.59
33957,12,63700,C1,1263700,6469,7817,74052083,41771954,6469,7817,91229208,41889208,6469,7821,86123740,41773741,100,100,81.17,99.72,100,99.95,85.98,100
33965,12,21150,U1,1221150,0,0,34830,34830,1648,0,3953667,3901185,22612,18479,53396141,51862014,0,0,0.88,0.89,0,0,0.07,0.07
33966,12,24125,C1,1224125,3275,2759,9960578,9694426,8251,5229,23269293,22697525,62298,35138,126849766,103489348,39.69,52.76,42.81,42.71,5.26,7.85,7.85,9.37
33966,12,74512,U1,1274512,0,0,176110,150040,8251,5229,23269293,22697525,11569,7922,12579261,12042132,0,0,0.76,0.66,0,0,1.4,1.25
33967,12,21150,U1,1221150,401,149,311604,311604,22799,9923,20639967,19647974,22612,18479,53396141,51862014,1.76,1.5,1.51,1.59,1.77,0.81,0.58,0.6
33967,12,63425,U1,1263425,16687,6935,12596503,11900345,22799,9923,20639967,19647974,16824,7177,12934870,12217097,73.19,69.89,61.03,60.57,99.19,96.63,97.38,97.41
33967,12,71758,U1,1271758,3592,1444,4311132,4156612,22799,9923,20639967,19647974,3592,1444,4311132,4156612,15.76,14.55,20.89,21.16,100,100,100,100
33971,12,09350,U1,1209350,88,39,947560,944524,19730,7986,44063235,43601531,4036,1705,47849972,47199206,0.45,0.49,2.15,2.17,2.18,2.29,1.98,2
33971,12,24125,C1,1224125,1231,591,2310097,2296377,19730,7986,44063235,43601531,62298,35138,126849766,103489348,6.24,7.4,5.24,5.27,1.98,1.68,1.82,2.22
33971,12,39925,U1,1239925,18411,7356,40364261,39919313,19730,7986,44063235,43601531,86784,38995,243617365,239738793,93.31,92.11,91.61,91.55,21.21,18.86,16.57,16.65
33972,12,39925,U1,1239925,10880,4877,66018885,64822264,10880,4877,66018885,64822264,86784,38995,243617365,239738793,100,100,100,100,12.54,12.51,27.1,27.04
33973,12,39925,U1,1239925,10798,4586,10306061,10304727,10798,4586,10306061,10304727,86784,38995,243617365,239738793,100,100,100,100,12.44,11.76,4.23,4.3
33974,12,39925,U1,1239925,11982,5374,59944869,58649964,11982,5374,60154569,58816340,86784,38995,243617365,239738793,100,100,99.65,99.72,13.81,13.78,24.61,24.46
33976,12,39925,U1,1239925,12534,4992,24025455,23987714,12534,4992,24025455,23987714,86784,38995,243617365,239738793,100,100,100,100,14.44,12.8,9.86,10.01
33980,12,11625,U1,1211625,3258,2423,12549912,5616806,10322,7343,34855447,23806276,3714,2736,12959061,5968289,31.56,33,36.01,23.59,87.72,88.56,96.84,94.11
33980,12,58350,U1,1258350,3506,1632,6544215,6239185,10322,7343,34855447,23806276,54392,29408,83681214,73628742,33.97,22.23,18.78,26.21,6.45,5.55,7.82,8.47
33982,12,12950,U1,1212950,2775,1763,14020519,12715626,9176,5177,1164074483,1133893761,2990,1880,14813869,13475594,30.24,34.05,1.2,1.12,92.81,93.78,94.64,94.36
